"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"NR_TURNO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"TP_ABRANGENCIA";"SG_UF";"SG_UE";"NM_UE";"CD_MUNICIPIO";"NM_MUNICIPIO";"NR_ZONA";"CD_CARGO";"DS_CARGO";"TP_AGREMIACAO";"NR_PARTIDO";"SG_PARTIDO";"NM_PARTIDO";"NR_FEDERACAO";"NM_FEDERACAO";"SG_FEDERACAO";"DS_COMPOSICAO_FEDERACAO";"SQ_COLIGACAO";"NM_COLIGACAO";"DS_COMPOSICAO_COLIGACAO";"ST_VOTO_EM_TRANSITO";"QT_VOTOS_LEGENDA_VALIDOS";"QT_VOTOS_NOMINAIS_CONVR_LEG";"QT_TOTAL_VOTOS_LEG_VALIDOS";"QT_VOTOS_NOMINAIS_VALIDOS";"QT_VOTOS_LEGENDA_ANUL_SUBJUD";"QT_VOTOS_NOMINAIS_ANUL_SUBJUD"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90239";"ARAGUAINHA";"8";"7";"Deputado Estadual";"Federação";"45";"PSDB";"Partido da Social Democracia Brasileira";"1";"Federação PSDB Cidadania";"PSDB/CIDADANIA";"CIDADANIA / PSDB";"110001683505";"FEDERAÇÃO";"CIDADANIA / PSDB";"N";"0";"0";"0";"0";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90336";"BARRA DO BUGRES";"13";"7";"Deputado Estadual";"Partido isolado";"10";"REPUBLICANOS";"REPUBLICANOS";"-1";"#NULO#";"#NULO#";"#NULO#";"110001682643";"PARTIDO ISOLADO";"REPUBLICANOS";"N";"42";"0";"42";"1036";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90182";"PORTO ESTRELA";"13";"6";"Deputado Federal";"Federação";"65";"PC do B";"Partido Comunista do Brasil";"2";"Federação Brasil da Esperança - FE BRASIL";"PT/PC do B/PV";"PC do B / PT / PV";"110001684022";"FEDERAÇÃO";"PT / PV / PC do B";"N";"0";"0";"0";"0";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90590";"CHAPADA DOS GUIMARÃES";"34";"6";"Deputado Federal";"Partido isolado";"77";"SOLIDARIEDADE";"Solidariedade";"-1";"#NULO#";"#NULO#";"#NULO#";"110001683323";"PARTIDO ISOLADO";"SOLIDARIEDADE";"N";"0";"0";"0";"34";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98736";"NOVA OLÍMPIA";"19";"6";"Deputado Federal";"Partido isolado";"44";"UNIÃO";"UNIÃO BRASIL";"-1";"#NULO#";"#NULO#";"#NULO#";"110001681640";"PARTIDO ISOLADO";"UNIÃO";"N";"40";"0";"40";"1595";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90239";"ARAGUAINHA";"8";"6";"Deputado Federal";"Partido isolado";"10";"REPUBLICANOS";"REPUBLICANOS";"-1";"#NULO#";"#NULO#";"#NULO#";"110001682085";"PARTIDO ISOLADO";"REPUBLICANOS";"N";"0";"0";"0";"6";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91936";"CANARANA";"31";"7";"Deputado Estadual";"Partido isolado";"22";"PL";"Partido Liberal";"-1";"#NULO#";"#NULO#";"#NULO#";"110001682226";"PARTIDO ISOLADO";"PL";"N";"208";"0";"208";"1031";"0";"23"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98671";"COCALINHO";"30";"6";"Deputado Federal";"Partido isolado";"12";"PDT";"Partido Democrático Trabalhista";"-1";"#NULO#";"#NULO#";"#NULO#";"110001685323";"PARTIDO ISOLADO";"PDT";"N";"15";"0";"15";"1";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90352";"BARRA DO GARÇAS";"9";"5";"Senador";"Partido isolado";"14";"PTB";"Partido Trabalhista Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"110001682249";"PARTIDO ISOLADO";"PTB";"N";"0";"0";"0";"3283";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90107";"SANTA CARMEM";"36";"6";"Deputado Federal";"Partido isolado";"27";"DC";"Democracia Cristã";"-1";"#NULO#";"#NULO#";"#NULO#";"110001683083";"PARTIDO ISOLADO";"DC";"N";"2";"0";"2";"12";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90956";"JACIARA";"14";"6";"Deputado Federal";"Partido isolado";"14";"PTB";"Partido Trabalhista Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"110001682087";"PARTIDO ISOLADO";"PTB";"N";"23";"0";"23";"1157";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98957";"TERRA NOVA DO NORTE";"33";"7";"Deputado Estadual";"Partido isolado";"15";"MDB";"Movimento Democrático Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"110001682323";"PARTIDO ISOLADO";"MDB";"N";"60";"0";"60";"2301";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90085";"CANABRAVA DO NORTE";"28";"7";"Deputado Estadual";"Federação";"13";"PT";"Partido dos Trabalhadores";"2";"Federação Brasil da Esperança - FE BRASIL";"PT/PC do B/PV";"PC do B / PT / PV";"110001685327";"FEDERAÇÃO";"PT / PV / PC do B";"N";"12";"0";"12";"263";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91537";"ROSÁRIO OESTE";"3";"7";"Deputado Estadual";"Federação";"43";"PV";"Partido Verde";"2";"Federação Brasil da Esperança - FE BRASIL";"PT/PC do B/PV";"PC do B / PT / PV";"110001685327";"FEDERAÇÃO";"PT / PV / PC do B";"N";"4";"0";"4";"44";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91332";"PONTE BRANCA";"8";"6";"Deputado Federal";"Partido isolado";"19";"PODE";"Podemos";"-1";"#NULO#";"#NULO#";"#NULO#";"110001681136";"PARTIDO ISOLADO";"PODE";"N";"0";"0";"0";"0";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90220";"TABAPORÃ";"27";"6";"Deputado Federal";"Partido isolado";"90";"PROS";"Partido Republicano da Ordem Social";"-1";"#NULO#";"#NULO#";"#NULO#";"110001681134";"PARTIDO ISOLADO";"PROS";"N";"0";"0";"0";"7";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91294";"POCONÉ";"4";"6";"Deputado Federal";"Partido isolado";"30";"NOVO";"Partido Novo";"-1";"#NULO#";"#NULO#";"#NULO#";"110001680799";"PARTIDO ISOLADO";"NOVO";"N";"1";"0";"1";"3";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"89960";"RONDOLÂNDIA";"61";"6";"Deputado Federal";"Partido isolado";"10";"REPUBLICANOS";"REPUBLICANOS";"-1";"#NULO#";"#NULO#";"#NULO#";"110001682085";"PARTIDO ISOLADO";"REPUBLICANOS";"N";"0";"0";"0";"69";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91049";"SANTA RITA DO TRIVELATO";"5";"6";"Deputado Federal";"Federação";"23";"CIDADANIA";"Cidadania";"1";"Federação PSDB Cidadania";"PSDB/CIDADANIA";"CIDADANIA / PSDB";"110001683502";"FEDERAÇÃO";"CIDADANIA / PSDB";"N";"2";"0";"2";"6";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90239";"ARAGUAINHA";"8";"6";"Deputado Federal";"Partido isolado";"14";"PTB";"Partido Trabalhista Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"110001682087";"PARTIDO ISOLADO";"PTB";"N";"0";"0";"0";"10";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90670";"CUIABÁ";"51";"6";"Deputado Federal";"Partido isolado";"44";"UNIÃO";"UNIÃO BRASIL";"-1";"#NULO#";"#NULO#";"#NULO#";"110001681640";"PARTIDO ISOLADO";"UNIÃO";"N";"403";"0";"403";"14973";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91022";"VALE DE SÃO DOMINGOS";"25";"7";"Deputado Estadual";"Partido isolado";"51";"PATRIOTA";"Patriota";"-1";"#NULO#";"#NULO#";"#NULO#";"110001680861";"PARTIDO ISOLADO";"PATRIOTA";"N";"3";"0";"3";"217";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91057";"LUCIARA";"15";"7";"Deputado Estadual";"Partido isolado";"19";"PODE";"Podemos";"-1";"#NULO#";"#NULO#";"#NULO#";"110001681242";"PARTIDO ISOLADO";"PODE";"N";"0";"0";"0";"0";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90107";"SANTA CARMEM";"36";"7";"Deputado Estadual";"Partido isolado";"11";"PP";"PROGRESSISTAS";"-1";"#NULO#";"#NULO#";"#NULO#";"110001682250";"PARTIDO ISOLADO";"PP";"N";"14";"0";"14";"95";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90069";"QUERÊNCIA";"53";"6";"Deputado Federal";"Partido isolado";"51";"PATRIOTA";"Patriota";"-1";"#NULO#";"#NULO#";"#NULO#";"110001680860";"PARTIDO ISOLADO";"PATRIOTA";"N";"0";"0";"0";"38";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"89893";"ARAPUTANGA";"41";"7";"Deputado Estadual";"Federação";"45";"PSDB";"Partido da Social Democracia Brasileira";"1";"Federação PSDB Cidadania";"PSDB/CIDADANIA";"CIDADANIA / PSDB";"110001683505";"FEDERAÇÃO";"CIDADANIA / PSDB";"N";"17";"0";"17";"296";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90778";"GENERAL CARNEIRO";"9";"6";"Deputado Federal";"Partido isolado";"36";"AGIR";"AGIR";"-1";"#NULO#";"#NULO#";"#NULO#";"110001683039";"PARTIDO ISOLADO";"AGIR";"N";"0";"0";"0";"0";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90980";"SANTA CRUZ DO XINGU";"16";"7";"Deputado Estadual";"Partido isolado";"11";"PP";"PROGRESSISTAS";"-1";"#NULO#";"#NULO#";"#NULO#";"110001682250";"PARTIDO ISOLADO";"PP";"N";"5";"0";"5";"30";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98310";"JUÍNA";"35";"3";"Governador";"Coligação";"44";"UNIÃO";"UNIÃO BRASIL";"-1";"#NULO#";"#NULO#";"#NULO#";"110001683074";"Coligação Mato Grosso Avançando,  Sua Vida Melhorando";"(PSDB/CIDADANIA) / UNIÃO / REPUBLICANOS / PL / MDB / PODE / PSB / PROS";"N";"0";"0";"0";"14490";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91510";"RONDONÓPOLIS";"10";"7";"Deputado Estadual";"Federação";"45";"PSDB";"Partido da Social Democracia Brasileira";"1";"Federação PSDB Cidadania";"PSDB/CIDADANIA";"CIDADANIA / PSDB";"110001683505";"FEDERAÇÃO";"CIDADANIA / PSDB";"N";"69";"0";"69";"1685";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91898";"JUSCIMEIRA";"14";"6";"Deputado Federal";"Partido isolado";"19";"PODE";"Podemos";"-1";"#NULO#";"#NULO#";"#NULO#";"110001681136";"PARTIDO ISOLADO";"PODE";"N";"2";"0";"2";"8";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90255";"ARENÁPOLIS";"17";"7";"Deputado Estadual";"Partido isolado";"22";"PL";"Partido Liberal";"-1";"#NULO#";"#NULO#";"#NULO#";"110001682226";"PARTIDO ISOLADO";"PL";"N";"78";"0";"78";"100";"0";"8"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90824";"GAÚCHA DO NORTE";"57";"6";"Deputado Federal";"Partido isolado";"10";"REPUBLICANOS";"REPUBLICANOS";"-1";"#NULO#";"#NULO#";"#NULO#";"110001682085";"PARTIDO ISOLADO";"REPUBLICANOS";"N";"2";"0";"2";"59";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90476";"CÁCERES";"6";"7";"Deputado Estadual";"Federação";"23";"CIDADANIA";"Cidadania";"1";"Federação PSDB Cidadania";"PSDB/CIDADANIA";"CIDADANIA / PSDB";"110001683505";"FEDERAÇÃO";"CIDADANIA / PSDB";"N";"9";"0";"9";"280";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91537";"ROSÁRIO OESTE";"3";"6";"Deputado Federal";"Partido isolado";"15";"MDB";"Movimento Democrático Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"110001682326";"PARTIDO ISOLADO";"MDB";"N";"40";"0";"40";"2193";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90085";"CANABRAVA DO NORTE";"28";"6";"Deputado Federal";"Partido isolado";"10";"REPUBLICANOS";"REPUBLICANOS";"-1";"#NULO#";"#NULO#";"#NULO#";"110001682085";"PARTIDO ISOLADO";"REPUBLICANOS";"N";"1";"0";"1";"78";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"89826";"NOVA SANTA HELENA";"23";"7";"Deputado Estadual";"Partido isolado";"55";"PSD";"Partido Social Democrático";"-1";"#NULO#";"#NULO#";"#NULO#";"110001683063";"PARTIDO ISOLADO";"PSD";"N";"7";"0";"7";"551";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98698";"ITAÚBA";"23";"6";"Deputado Federal";"Partido isolado";"90";"PROS";"Partido Republicano da Ordem Social";"-1";"#NULO#";"#NULO#";"#NULO#";"110001681134";"PARTIDO ISOLADO";"PROS";"N";"1";"0";"1";"1";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90840";"UNIÃO DO SUL";"32";"7";"Deputado Estadual";"Federação";"23";"CIDADANIA";"Cidadania";"1";"Federação PSDB Cidadania";"PSDB/CIDADANIA";"CIDADANIA / PSDB";"110001683505";"FEDERAÇÃO";"CIDADANIA / PSDB";"N";"1";"0";"1";"4";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98779";"NOVO SÃO JOAQUIM";"26";"7";"Deputado Estadual";"Federação";"45";"PSDB";"Partido da Social Democracia Brasileira";"1";"Federação PSDB Cidadania";"PSDB/CIDADANIA";"CIDADANIA / PSDB";"110001683505";"FEDERAÇÃO";"CIDADANIA / PSDB";"N";"6";"0";"6";"32";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90468";"BRASNORTE";"56";"7";"Deputado Estadual";"Partido isolado";"44";"UNIÃO";"UNIÃO BRASIL";"-1";"#NULO#";"#NULO#";"#NULO#";"110001681647";"PARTIDO ISOLADO";"UNIÃO";"N";"49";"0";"49";"1216";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98914";"RESERVA DO CABAÇAL";"41";"7";"Deputado Estadual";"Partido isolado";"44";"UNIÃO";"UNIÃO BRASIL";"-1";"#NULO#";"#NULO#";"#NULO#";"110001681647";"PARTIDO ISOLADO";"UNIÃO";"N";"5";"0";"5";"188";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91197";"NORTELÂNDIA";"17";"7";"Deputado Estadual";"Partido isolado";"11";"PP";"PROGRESSISTAS";"-1";"#NULO#";"#NULO#";"#NULO#";"110001682250";"PARTIDO ISOLADO";"PP";"N";"34";"0";"34";"581";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90468";"BRASNORTE";"56";"6";"Deputado Federal";"Partido isolado";"22";"PL";"Partido Liberal";"-1";"#NULO#";"#NULO#";"#NULO#";"110001681639";"PARTIDO ISOLADO";"PL";"N";"93";"0";"93";"3484";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"89788";"COLNIZA";"11";"6";"Deputado Federal";"Partido isolado";"22";"PL";"Partido Liberal";"-1";"#NULO#";"#NULO#";"#NULO#";"110001681639";"PARTIDO ISOLADO";"PL";"N";"95";"0";"95";"3429";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98876";"PORTO ESPERIDIÃO";"18";"7";"Deputado Estadual";"Partido isolado";"10";"REPUBLICANOS";"REPUBLICANOS";"-1";"#NULO#";"#NULO#";"#NULO#";"110001682643";"PARTIDO ISOLADO";"REPUBLICANOS";"N";"19";"0";"19";"893";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90670";"CUIABÁ";"51";"6";"Deputado Federal";"Partido isolado";"27";"DC";"Democracia Cristã";"-1";"#NULO#";"#NULO#";"#NULO#";"110001683083";"PARTIDO ISOLADO";"DC";"N";"4";"0";"4";"30";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90646";"NOVA MUTUM";"5";"7";"Deputado Estadual";"Federação";"45";"PSDB";"Partido da Social Democracia Brasileira";"1";"Federação PSDB Cidadania";"PSDB/CIDADANIA";"CIDADANIA / PSDB";"110001683505";"FEDERAÇÃO";"CIDADANIA / PSDB";"N";"17";"0";"17";"213";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91006";"CONQUISTA D OESTE";"61";"7";"Deputado Estadual";"Partido isolado";"36";"AGIR";"AGIR";"-1";"#NULO#";"#NULO#";"#NULO#";"110001682082";"PARTIDO ISOLADO";"AGIR";"N";"1";"0";"1";"15";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90840";"UNIÃO DO SUL";"32";"7";"Deputado Estadual";"Federação";"50";"PSOL";"Partido Socialismo e Liberdade";"3";"Federação PSOL REDE";"PSOL/REDE";"PSOL / REDE";"110001681403";"FEDERAÇÃO";"REDE / PSOL";"N";"0";"0";"0";"0";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90549";"CASTANHEIRA";"35";"7";"Deputado Estadual";"Partido isolado";"22";"PL";"Partido Liberal";"-1";"#NULO#";"#NULO#";"#NULO#";"110001682226";"PARTIDO ISOLADO";"PL";"N";"71";"0";"71";"494";"0";"5"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90921";"SERRA NOVA DOURADA";"53";"6";"Deputado Federal";"Partido isolado";"22";"PL";"Partido Liberal";"-1";"#NULO#";"#NULO#";"#NULO#";"110001681639";"PARTIDO ISOLADO";"PL";"N";"6";"0";"6";"135";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98990";"VILA RICA";"16";"6";"Deputado Federal";"Partido isolado";"14";"PTB";"Partido Trabalhista Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"110001682087";"PARTIDO ISOLADO";"PTB";"N";"21";"0";"21";"404";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91774";"MIRASSOL D OESTE";"18";"7";"Deputado Estadual";"Partido isolado";"14";"PTB";"Partido Trabalhista Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"110001682625";"PARTIDO ISOLADO";"PTB";"N";"85";"0";"85";"198";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91898";"JUSCIMEIRA";"14";"6";"Deputado Federal";"Partido isolado";"44";"UNIÃO";"UNIÃO BRASIL";"-1";"#NULO#";"#NULO#";"#NULO#";"110001681640";"PARTIDO ISOLADO";"UNIÃO";"N";"35";"0";"35";"677";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90760";"CARLINDA";"24";"5";"Senador";"Coligação";"27";"DC";"Democracia Cristã";"-1";"#NULO#";"#NULO#";"#NULO#";"110001683078";"A FORÇA DO BEM";"AGIR / DC";"N";"0";"0";"0";"58";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98612";"ALTO TAQUARI";"8";"5";"Senador";"Partido isolado";"14";"PTB";"Partido Trabalhista Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"110001682249";"PARTIDO ISOLADO";"PTB";"N";"0";"0";"0";"733";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90565";"JANGADA";"3";"7";"Deputado Estadual";"Federação";"43";"PV";"Partido Verde";"2";"Federação Brasil da Esperança - FE BRASIL";"PT/PC do B/PV";"PC do B / PT / PV";"110001685327";"FEDERAÇÃO";"PT / PV / PC do B";"N";"7";"0";"7";"7";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90387";"NOVA BANDEIRANTES";"50";"7";"Deputado Estadual";"Partido isolado";"36";"AGIR";"AGIR";"-1";"#NULO#";"#NULO#";"#NULO#";"110001682082";"PARTIDO ISOLADO";"AGIR";"N";"1";"0";"1";"0";"0";"0"
